p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,ap_count_delta_20000000,ap_harm_delta_20000000,ap_count_delta_50000000,ap_harm_delta_50000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000,survive_20000000,survive_50000000
953,0,35,0.085684081762756,67,0.10695559068334153,174,0.13773556767844589,361,0.1623880273012198,683,0.18361501653210877,1572,0.20958787807778456,0,0,0,0,0,0
967,1,37,0.11008549841570742,70,0.13151597730531372,156,0.15715488738169608,329,0.18069353328161109,632,0.20090563098920602,1547,0.2282459848448542,0,0,0,0,0,0
971,0,38,0.0995248091355264,67,0.12052191271453586,170,0.1508825083170123,333,0.17307879678818694,634,0.1934722842773723,1539,0.2206448443808675,1,1,1,1,1,1
977,0,40,0.09447959429633879,77,0.11928369664364845,184,0.15106605105893522,346,0.17307571202040756,657,0.19406510049278308,1542,0.22047185841881342,0,0,0,0,0,0
983,0,33,0.08466631523003593,74,0.11257159718489224,171,0.14105527135367776,330,0.16298497846096738,638,0.18391786251957962,1508,0.20965663745364535,1,1,1,1,1,1
991,0,35,0.0794350096204954,72,0.1041912906318257,169,0.1336246245616168,332,0.15559425781185332,639,0.17675790201917174,1528,0.20347680055643685,1,1,1,1,1,1
997,0,42,0.10793587567826379,78,0.1340285783091243,167,0.16150180429942085,329,0.18417531766360887,637,0.20551298776152416,1519,0.23244816588531156,1,1,1,1,1,1
1009,0,29,0.07197188494491887,54,0.08936447032728839,154,0.12053920662208921,308,0.14213699589209736,617,0.16392568673154476,1482,0.1906869712437454,1,1,0,0,0,0
1013,1,37,0.09765952300220104,74,0.12435063625785066,174,0.15536915866360534,330,0.17699234845101444,648,0.1992681137032397,1467,0.2248297399680282,0,0,0,0,0,0
1019,1,33,0.09065501442174152,69,0.11624021707114471,155,0.14303719239009244,310,0.16547882513717654,594,0.18568431743149172,1469,0.21317667472628443,0,0,0,0,0,0
1021,1,37,0.09119786964713061,69,0.11449001916515297,155,0.14097329308217063,308,0.16295097699360062,607,0.18406515737765627,1446,0.2103053918679613,0,0,0,0,0,0
1031,1,25,0.06553702285012554,63,0.09401748066869609,161,0.12499717153985324,311,0.1464114302342531,605,0.16738668987188973,1460,0.19450878902392116,0,0,0,0,0,0
1033,0,31,0.08242289383307098,63,0.10561700421183158,155,0.13495411343532293,289,0.15422209255475447,603,0.1767394867500696,1431,0.20279378004441084,0,0,0,0,0,0
1039,0,32,0.07617563649497386,65,0.10098226239502937,158,0.13129898778703114,307,0.15273397266396554,612,0.17451703742112673,1434,0.2008571053031094,1,1,1,0,0,0
1049,1,33,0.08981509249968121,67,0.11396106362118713,162,0.1446356727182281,323,0.1679064315012035,605,0.18852957218813865,1426,0.21488635364734107,0,0,0,0,0,0
1051,0,29,0.056518176422080874,67,0.08364625887937681,163,0.11465932760169832,327,0.13867987762329892,612,0.15941181635421467,1439,0.18620811525523193,1,1,0,0,0,0
1061,0,27,0.07200185087669643,55,0.09245899819963703,158,0.12609848534938814,309,0.1482217159475254,605,0.16976272672177414,1402,0.1953483463396157,1,1,1,1,1,1
1063,0,32,0.09249657436855846,72,0.1222106219483555,163,0.15195921816280267,334,0.17660443193994133,635,0.19856215244966224,1447,0.22479254815045624,1,1,1,1,1,1
1069,0,33,0.09296467251006568,73,0.12304700595409022,169,0.15360557503682773,311,0.1746803432065222,585,0.19501878862333374,1404,0.22189527982813834,1,1,1,1,1,1
1087,0,26,0.07254006279038264,59,0.09884551929548747,150,0.1293062382480225,305,0.1528734632287322,598,0.17509497421623024,1398,0.20187843931161253,1,1,1,1,0,0
1091,1,34,0.09444961458603815,72,0.12373939731578641,161,0.15342493961363748,313,0.17660423942958026,579,0.19661216437600287,1391,0.22376954206512203,0,0,0,0,0,0
1093,1,36,0.10194535657331197,69,0.12577527888278453,154,0.15352887897992887,298,0.1748041568079266,568,0.1953729394529813,1386,0.22276395997901785,0,0,0,0,0,0
1097,0,36,0.10988482259532933,70,0.13640459811244324,162,0.16794757531180754,299,0.18903069931266725,567,0.20975200525327298,1374,0.23668579654330266,0,0,0,0,0,0
1103,1,31,0.09752376702558622,64,0.12309843839325904,164,0.15643513901166012,302,0.17773272464655201,571,0.19859313666568174,1346,0.22493586159912518,0,0,0,0,0,0
1109,0,31,0.08358293416152567,63,0.10828848665998159,154,0.13930508254751545,310,0.1630855306917583,592,0.184806606517078,1361,0.21113645026344888,1,1,1,1,1,1
1117,1,25,0.06420108732695519,60,0.0919428548068454,156,0.12471897232565117,291,0.1458310832401446,585,0.1689076031149758,1352,0.19514021435163495,0,0,0,0,0,0
1123,0,31,0.10195181955490601,61,0.12504833361716794,150,0.1550751106468876,282,0.17582514408311256,571,0.1983726992850008,1347,0.22481175901510547,1,1,1,1,1,1
1129,1,29,0.07757498656547734,64,0.104647322380037,135,0.12925068811226023,266,0.14971941444623396,528,0.17046373809605503,1303,0.19742175470376647,0,0,0,0,0,0
1151,0,34,0.10362597184708966,67,0.13050603556227194,162,0.16380503114879716,299,0.18569924458733786,563,0.20659009543305754,1313,0.2329827690802419,1,1,1,1,1,1
1153,0,25,0.06039764733082851,60,0.08817445200553327,130,0.11266031725227099,268,0.13461945594343933,540,0.15659505345827118,1255,0.18154646772439564,0,0,0,0,0,0
1163,0,26,0.07710396947916592,52,0.09882394081054477,134,0.12822981210223877,268,0.14955463666617855,541,0.17158728838490026,1286,0.19820559676980312,1,1,1,1,1,1
1171,0,26,0.09343047395016724,54,0.11646934036123088,138,0.1464579078878377,276,0.16911581850023794,538,0.19028795726281533,1284,0.21727157260128158,1,1,1,1,1,1
1181,0,28,0.07626815014220018,53,0.0968346383434084,146,0.12989871225253274,286,0.15293692788321966,539,0.17335519784294554,1262,0.1995609516064432,1,1,0,0,0,0
1187,0,38,0.11734343173377157,65,0.14032921611953172,143,0.16786713922076538,278,0.19028135674171873,546,0.21209605792414832,1237,0.2373258495286089,0,0,0,0,0,0
1193,0,37,0.11002970786786069,68,0.13458281239118744,147,0.163536511501318,269,0.18393108492851334,508,0.20415657900369924,1246,0.23097556624276044,0,0,0,0,0,0
1201,1,32,0.10525946605403132,63,0.1313617693397711,134,0.1579416273419365,263,0.1788201181971082,523,0.200788193175721,1240,0.22710724691415662,0,0,0,0,0,0
1213,0,22,0.07874344030322997,55,0.10668509026940332,133,0.1359200755780522,264,0.15784928591873343,529,0.18027911672018768,1239,0.20677179087854755,0,0,0,0,0,0
1217,0,26,0.08812254536349418,62,0.11843938281985283,136,0.1449216077272117,271,0.16765081645155827,522,0.18877116352125003,1238,0.21538072380904916,1,1,1,1,1,1
1223,1,29,0.09055142087367116,58,0.11524724747229304,142,0.1477282318382407,256,0.16699426302662257,495,0.18742962708029295,1197,0.21395926329460052,0,0,0,0,0,0
1229,1,29,0.09410886086527628,58,0.11905993517596289,146,0.1515333677715431,267,0.1718316171020823,529,0.1944110140754755,1231,0.2208024404435641,0,0,0,0,0,0
1231,0,31,0.10407514218189416,57,0.1262213587128822,146,0.1592596224232107,268,0.18037403897577528,510,0.2009923751890668,1213,0.22738321074109039,0,0,0,0,0,0
1237,0,30,0.10594921948116087,62,0.13317637050595174,149,0.1661943633507513,275,0.1883246124321228,530,0.2100976185452998,1218,0.23618404379889948,1,1,1,1,1,1
1249,1,27,0.07560259113543093,51,0.09738138351608548,134,0.12926131467546953,258,0.15057338403122228,512,0.17269324292863192,1211,0.1995685377747742,0,0,0,0,0,0
1259,0,32,0.09519426065194835,61,0.12022624607444651,136,0.14987562300265556,259,0.17178065965066736,493,0.19235644430215396,1212,0.22000684671573517,1,1,1,1,1,1
1277,0,27,0.09238572020737056,49,0.1115371987116407,135,0.1450342116096214,253,0.16628078335972818,491,0.1874056846467182,1172,0.2139749246327069,1,1,1,1,1,1
1279,0,34,0.11767757481252793,59,0.13952742490749567,136,0.16863429280058506,266,0.19155608401550434,493,0.2115959697339201,1185,0.23876250476521538,1,1,1,1,1,1
1283,0,32,0.11573511551140131,55,0.13614904447699827,133,0.16712390692965057,248,0.18793585767970553,484,0.2087144983318787,1154,0.23494754214373662,1,1,1,1,1,1
1289,0,27,0.0918305405637796,46,0.10933575456556151,122,0.14070662439387216,236,0.16099050855355573,472,0.18225155175101335,1173,0.21029800354821837,1,1,1,1,1,1
1291,0,28,0.0982463654212477,57,0.1253522440675994,140,0.1579552074745075,262,0.17964923334039828,488,0.1999857402973961,1125,0.22519344865449484,1,1,1,1,1,1
1297,0,21,0.06467457780170244,47,0.08927042134271429,121,0.1196075813165445,249,0.1428283326982056,491,0.16420546917737527,1151,0.19033810992566702,1,1,1,1,1,1
1301,0,28,0.10111883096427193,55,0.12512969672519447,129,0.1552166041072922,251,0.1764904931747591,477,0.19658848028889572,1157,0.22372090746925682,1,1,1,1,1,1
1303,0,27,0.08399497542976957,51,0.10527781817026538,126,0.13436925047130532,251,0.15661776865941487,489,0.17798249771274416,1137,0.20349196267601302,1,1,1,1,0,0
1307,0,32,0.10842312857975753,60,0.13442665299567372,125,0.16148997798034448,258,0.18556281384648476,490,0.20662132398080627,1124,0.23217303651855406,1,1,1,1,1,1
1319,0,19,0.06260321747101623,39,0.08080974345317342,109,0.10917906790419117,228,0.13093810478998788,451,0.15117043919014683,1100,0.17739903226747503,1,1,1,1,1,1
1321,1,19,0.05293188991440809,47,0.07836260356963395,127,0.11002753620294933,248,0.13226058308945945,481,0.15359741176508232,1121,0.17970177576392493,0,0,0,0,0,0
1327,0,26,0.09554826350267473,50,0.11824450768703867,122,0.14687666786512704,235,0.16778769593842732,460,0.1884623334539394,1140,0.21638376590124325,1,1,0,0,0,0
1361,1,30,0.11179326914884792,54,0.13429955705860364,119,0.16168264247214434,230,0.1824760614452467,453,0.2035137278763658,1113,0.23142133661249034,0,0,0,0,0,0
1367,1,25,0.09911340619082463,51,0.1220065723174069,134,0.15683836596396478,252,0.17908364133204352,462,0.1993520714095475,1078,0.22512706698610918,0,0,0,0,0,0
1373,0,19,0.07356126090247593,54,0.10723969251472594,123,0.1364285075463401,235,0.15728972883149972,444,0.17684713411737393,1051,0.2021346772996286,1,1,1,1,1,1
1381,1,27,0.10054136320488144,52,0.12426930028866275,124,0.15427115389227458,255,0.17932234718822374,465,0.19945280532100904,1078,0.2251232692019426,0,0,0,0,0,0
1399,0,21,0.07740094838282284,50,0.10589794960790593,122,0.13640993836545925,232,0.15788448856679724,447,0.17871858508626123,1059,0.20492872747561627,1,1,1,1,1,0
1409,0,21,0.09354708293274806,48,0.11895820932797951,122,0.15161615137018347,239,0.17450395735882798,450,0.19509129595588176,1060,0.22159042855593236,1,1,1,1,1,1
1423,0,24,0.08838826338709271,45,0.10939517292539977,114,0.14080801094845993,229,0.1635271072220484,436,0.1843085926266496,1056,0.21164563986831006,1,0,0,0,0,0
1427,0,26,0.11905994658833058,54,0.14631013842605853,124,0.17679817551828303,220,0.19604954367009275,425,0.2163431871228876,1040,0.2431438722274567,1,1,1,1,1,1
1429,0,28,0.11704646382867837,53,0.14291974243586678,125,0.174196885409279,228,0.19523409124007612,441,0.21669305355252108,1053,0.24351277462628151,1,1,1,1,1,1
1433,1,25,0.10759658027154262,51,0.13276443961192896,118,0.16236696894599953,224,0.18369066431468,430,0.2045075657285238,1040,0.23141344629902758,0,0,0,0,0,0
1439,1,23,0.08849952080451001,47,0.11122239613308789,116,0.14240450898453777,207,0.16066347291390787,435,0.18321670755154576,1041,0.20976152660654307,0,0,0,0,0,0
1447,1,21,0.06932327648387888,44,0.09279359657700968,117,0.1268264965545292,227,0.1493234539020259,428,0.16930530417195008,1039,0.19675029631579635,0,0,0,0,0,0
1451,1,29,0.11016281525240973,55,0.13584085500358437,126,0.16766894907994317,235,0.1890834034089732,428,0.2085292274820579,1019,0.23463218065628755,0,0,0,0,0,0
1453,1,29,0.09410292865382434,59,0.1222247227389049,136,0.15586570168471436,249,0.17884283975318296,466,0.20082795558521047,1066,0.2276973567765415,0,0,0,0,0,0
1459,1,23,0.09836844234819417,42,0.11868309015856518,120,0.15340595440149943,236,0.1770933649745757,447,0.1988003946978107,1042,0.225625595113704,0,0,0,0,0,0
1471,0,25,0.11146662936136358,45,0.1310849852729569,123,0.1659664239705194,230,0.1877636548948903,443,0.20948839133883396,1001,0.23471196995215177,1,1,1,1,1,1
1481,1,22,0.06722207841018092,49,0.09575812992361524,117,0.1280546578701982,225,0.15060779785668874,439,0.17259382315701896,1020,0.19861783373633835,0,0,0,0,0,0
1483,0,26,0.10732367594334748,50,0.13297558073674254,127,0.16860037802078648,229,0.18918761295990388,423,0.20891874602357294,1015,0.2354024786232792,1,1,1,1,1,1
1487,0,25,0.09645152094652765,50,0.12271150144216783,114,0.15130716623158277,213,0.17173973351950866,415,0.19284923636394025,992,0.2192944388786423,1,1,1,1,1,1
1489,1,22,0.1040041754943219,40,0.12331167942516386,106,0.15265080963604638,206,0.17321832298025316,408,0.19418518971349688,1004,0.22149633684292555,0,0,0,0,0,0
1493,0,25,0.11861759576752497,40,0.1344430073627987,111,0.16646498333504217,224,0.1893031030827098,429,0.21069315982889583,1013,0.23742377138429568,1,1,1,1,1,1
1499,1,30,0.11630580467282697,52,0.13876809482045657,109,0.1652735767064306,212,0.1866390329821839,417,0.2078645236654797,971,0.23366698085887033,0,0,0,0,0,0
1511,1,23,0.08157778353444159,45,0.10549715022285527,119,0.13959554968692536,211,0.1588852868816457,413,0.1800559536471774,980,0.2067107712075355,0,0,0,0,0,0
1523,0,22,0.07850681651741943,44,0.10232233900779453,102,0.13039740404013564,211,0.1533032638672696,409,0.17430430361165386,993,0.20147571719065033,1,1,0,0,0,0
1531,1,29,0.11757111707686295,50,0.13935769873276305,126,0.17543126255293962,230,0.19773017252415187,445,0.2206592830061603,994,0.2463259272498851,0,0,0,0,0,0
1543,0,17,0.08372571287193174,40,0.10953291628946914,109,0.14251881094158206,212,0.16445316903128457,406,0.18544518110383204,948,0.21071713001370715,0,0,0,0,0,0
1549,0,18,0.07841290981731933,45,0.10807919360601374,115,0.1412268794621285,206,0.16066633373718156,393,0.18087456158980558,953,0.20759597733089744,1,1,1,1,1,1
1553,0,16,0.06987012069188224,38,0.09260604345569558,95,0.11915438464467953,205,0.14215778233292584,379,0.16112655520251626,925,0.18689616935359796,1,1,1,1,1,1
1559,1,24,0.10941224125005043,44,0.1306412778946697,102,0.15871518516428093,199,0.1797202910923194,417,0.20321785992040947,961,0.22915525490584426,0,0,0,0,0,0
1567,0,21,0.08564179544235156,41,0.1078367492372093,102,0.13795883815241786,210,0.16167239510116976,411,0.18326898539111744,972,0.2107079733662083,1,1,1,1,1,1
1571,0,11,0.037724288342965775,33,0.0617871290675555,95,0.0901199808195573,204,0.11384801155004372,404,0.13583326663662226,976,0.16328733454061137,1,1,1,1,1,1
1579,0,25,0.10643604405946357,47,0.130643611808821,111,0.1616340904136519,210,0.18332742639561792,412,0.20544373584451675,981,0.2330991732714355,1,1,1,1,1,1
1583,1,25,0.11499974656411588,51,0.14292951395148398,109,0.17064321591246664,219,0.19428085767931336,421,0.21650957017548544,968,0.24322618018869563,0,0,0,0,0,0
1597,0,22,0.09334345126634774,45,0.11852166523917183,104,0.14884084373972134,211,0.17261692909918652,400,0.19330070057313659,933,0.21911197990161763,1,1,1,1,1,1
1601,0,22,0.07254222841372748,41,0.09343094660247808,103,0.12422777165732912,200,0.14584090785771034,390,0.16659675694355625,923,0.19246254730840331,1,1,1,1,1,1
1607,1,19,0.054896375748003136,39,0.0767608610607175,97,0.10548205428956575,186,0.1253619756027059,364,0.14563493404651862,905,0.1723064965958427,0,0,0,0,0,0
1609,0,24,0.09807026206979229,51,0.12982736685135643,112,0.16100940326532967,214,0.1841113082518224,403,0.2052701418578058,956,0.232299769171563,1,1,0,0,0,0
1613,0,16,0.06280393561655014,39,0.08736849717108006,105,0.12026681852668993,197,0.14069968429373428,397,0.16334539707259776,932,0.1900663475357708,1,1,1,1,1,1
1619,0,23,0.08271361496156023,40,0.10346588104269831,105,0.13682076097928544,210,0.16010344680617652,396,0.1811270246742172,941,0.20797958647839987,1,1,1,1,1,1
1621,0,20,0.07285432093178841,44,0.1000755961792818,100,0.12820121298709675,210,0.15303170722455392,400,0.17418459679955856,938,0.2006326843640888,1,1,1,1,1,1
1627,0,20,0.07648324561422792,44,0.10348420105257988,106,0.13394480532469905,196,0.15434249275804002,403,0.1778327323791233,937,0.2042822638752099,1,1,1,1,1,0
1637,0,19,0.07518307402671903,42,0.10155741402831148,107,0.13536997266763431,199,0.15625577967565496,377,0.17613379798919718,906,0.20245974575174228,1,1,1,1,1,1
1657,0,16,0.06806205712360916,37,0.09216001084052639,91,0.11965095971990115,188,0.1419138244650999,373,0.16329473403361264,888,0.18967566854329695,1,1,1,1,1,1
1663,1,24,0.10189427482067191,47,0.127459267461248,96,0.1516617815573386,194,0.1742776410971124,367,0.19437392436406795,919,0.22244563667712983,0,0,0,0,0,0
1667,1,22,0.10142288456466775,43,0.12559420767466267,103,0.1563125420482065,209,0.1810824346011688,370,0.19994272239002794,902,0.22703674736079185,0,0,0,0,0,0
1669,0,17,0.07094040303759852,36,0.09396344449409509,98,0.12585922407025452,194,0.14841860506986462,364,0.16849509158911585,887,0.1950989254820779,1,1,1,1,1,1
1693,1,19,0.08374614074809064,46,0.11445522682960525,113,0.1489328592674709,198,0.1689809387605517,361,0.1883203943079793,859,0.21373193833918375,0,0,0,0,0,0
1697,0,16,0.08070054843991305,37,0.10511716553436731,98,0.1379341768174821,194,0.16015430560230035,375,0.18127439549061722,862,0.20660934571383577,1,0,0,0,0,0
1699,0,17,0.06422490544898343,44,0.09766447261572593,106,0.13043973377873852,212,0.1549030296267237,384,0.17529221432084707,926,0.20387385848803855,1,1,1,1,1,1
1709,0,23,0.10067056392001748,46,0.1276811263250587,102,0.15845540471888594,188,0.17950562945232418,358,0.1994169316268333,857,0.2256619590405321,0,0,0,0,0,0
1721,0,21,0.09802638943240619,44,0.1254774965401893,107,0.15858939373592965,206,0.18234634423080145,369,0.20135565895391233,880,0.2282458448950201,0,0,0,0,0,0
1723,1,22,0.10345962597471992,42,0.1261192630441701,105,0.1597278875035966,207,0.18437955088209187,371,0.2038600492468413,891,0.2310521510214956,0,0,0,0,0,0
1733,0,21,0.09190544150160387,39,0.11348355066843704,103,0.14790681748407758,189,0.16834966658359715,370,0.1897718654997016,875,0.21638796907665606,1,1,1,1,1,1
1741,0,20,0.08921327062153386,39,0.11478168428508506,98,0.14670552554688268,188,0.16839219139932635,359,0.18924326674527064,845,0.2153475151811968,1,0,0,0,0,0
1747,0,25,0.11099715904543161,40,0.1294768198406817,104,0.16219609210958638,196,0.1838036574084017,373,0.20518695584853708,869,0.23183429820481857,1,1,1,1,1,1
1753,0,22,0.09658140684655461,41,0.12033236764578334,94,0.1495111064417412,186,0.1716885182614497,359,0.19270001337272474,841,0.21847040041172322,1,1,1,1,1,1
1759,0,19,0.08616521780526218,37,0.10838425443406965,97,0.14107858238750015,190,0.16403469657169745,372,0.18625851346192154,864,0.21290546023976717,1,1,1,1,1,1
1777,1,18,0.07179929022305717,36,0.09241128134451014,98,0.12694909911348895,199,0.15223569687552377,382,0.17453029039762188,844,0.19989186993796432,0,0,0,0,0,0
1783,0,25,0.13644095582675475,42,0.15837831277615402,86,0.18167478364731282,166,0.20161111308722643,333,0.22278261560670193,825,0.24952845565995468,1,1,1,1,1,1
1787,0,19,0.07984515089013239,44,0.11238694118404491,105,0.1456621759538507,205,0.17017146739820574,389,0.192955297324862,852,0.21862886311328963,1,1,1,1,1,1
