p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,ap_count_delta_20000000,ap_harm_delta_20000000,ap_count_delta_50000000,ap_harm_delta_50000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000,survive_20000000,survive_50000000
14159,1,4,0.1063095238095238,8,0.15014887114265998,12,0.17009263831031252,22,0.19108961868947422,41,0.21012355505832608,107,0.2389903899674374,0,0,0,0,0,0
14173,0,4,0.13786525974025973,6,0.16008748196248196,10,0.17856416748862458,17,0.19211833149282542,38,0.21268203401478183,110,0.24294193438118702,1,1,1,1,1,1
14177,0,2,0.19642857142857142,3,0.20924908424908426,9,0.23865999289912335,19,0.25751170483805674,39,0.2785534879982087,92,0.30165135135999366,1,1,1,1,1,1
14197,0,4,0.13935185185185184,5,0.14670479302832243,11,0.17440776827387433,19,0.18896746592132505,38,0.2088099967300898,87,0.23098916228857894,1,1,1,0,0,0
14207,0,3,0.16015151515151516,7,0.2018814029340345,18,0.2516354748929373,28,0.27014535674071305,52,0.2932496278554495,106,0.3168878131464725,1,1,1,1,1,1
14221,0,5,0.17731272350837568,8,0.20398172444208248,16,0.2386573259492636,28,0.2630933086831617,49,0.2838731717246075,94,0.3029589607790011,1,1,1,1,1,1
14243,0,0,0.0,3,0.027641165755919857,11,0.06110118127037893,23,0.08371845436087545,34,0.09376056978990704,97,0.12202032864592788,1,1,1,1,1,1
14249,0,2,0.10267857142857142,7,0.16130727932198521,15,0.19941326264165712,21,0.21120222648374273,45,0.23376551794165967,96,0.2556094808666074,1,1,1,1,1,1
14251,0,2,0.04224137931034483,3,0.05613026819923372,13,0.09756638936926354,25,0.12142465010601898,41,0.1374859141877678,100,0.16377113185495382,1,1,1,1,1,1
14281,0,1,0.014285714285714285,4,0.04400252525252525,12,0.08402499992601374,22,0.10364086381618463,50,0.13219203660000187,105,0.1562369935765083,1,1,1,1,0,0
14293,0,1,0.025,2,0.03480392156862745,10,0.07164076077435391,18,0.08580181522990056,35,0.10245565581831108,94,0.1293064964697783,1,1,1,1,1,1
14303,1,3,0.07505952380952381,6,0.10567830048093206,15,0.14653565635712779,26,0.16764906312922653,46,0.1868687206889159,102,0.2110294591188309,0,0,0,0,0,0
14321,0,3,0.07577815506508206,6,0.10133108457021744,10,0.12034296265976545,22,0.14397218775118328,43,0.16457406002909564,110,0.19276633509097924,1,1,1,1,1,1
14323,0,0,0.0,4,0.03824996333624958,9,0.059596505682791935,29,0.10077184243941889,47,0.11849279731069526,102,0.14249901495101874,1,1,1,1,1,1
14327,0,2,0.145,3,0.15333333333333332,9,0.1764833400848561,19,0.1964971895743595,39,0.21709578509741506,103,0.24437805320200434,1,1,1,1,1,1
14341,0,0,0.0,3,0.03171175575836593,11,0.06883930795204359,18,0.08376613038852233,42,0.10917939545090909,115,0.13991235621379314,1,1,1,1,1,1
14347,0,3,0.09895833333333333,5,0.11508320433436532,9,0.13424458236202244,26,0.1678068430836074,51,0.19200633812212234,110,0.21782979188472598,1,1,1,1,1,1
14369,0,3,0.13392857142857142,6,0.16886446886446888,13,0.20074401859164548,25,0.22495333065168951,44,0.24438833491696743,102,0.2701527196383444,1,1,1,1,1,1
14387,0,3,0.11401709401709402,6,0.14001347082868823,15,0.1814702175701898,21,0.19211468952516816,45,0.21585967744107945,102,0.2410127865396196,0,0,0,0,0,0
14389,0,2,0.05416666666666667,4,0.0769269572235674,10,0.10088070920223503,24,0.12875694789006167,38,0.14355148357472447,108,0.17440711950056426,1,1,1,1,1,1
14401,0,2,0.058333333333333334,7,0.11077921607582623,14,0.1438840001473132,26,0.16761488424395474,48,0.18993580513189,104,0.21549194113098485,1,1,1,1,1,1
14407,0,3,0.1589080459770115,5,0.17603431593347013,13,0.2141896714289712,26,0.24015964160642608,47,0.26116424754760376,108,0.28807396803569946,1,1,1,1,1,1
14411,0,3,0.07715201465201466,5,0.10354090354090355,12,0.1365319106234602,20,0.15189427608524023,42,0.1741153093156419,102,0.20057996926720523,0,0,0,0,0,0
14419,0,2,0.05322128851540616,3,0.06214985994397759,13,0.10440487639549242,23,0.12504278535046817,45,0.14672151768465583,108,0.1742260585972592,1,1,1,1,1,1
14423,0,1,0.017857142857142856,2,0.026053864168618268,13,0.07815722988095151,20,0.09161419831061218,39,0.110220468117461,99,0.13637828380417802,1,1,1,1,1,1
14431,0,2,0.12083333333333333,5,0.1544191919191919,12,0.18260590528124462,24,0.20663058536694232,43,0.22448912372478302,116,0.2568228849287226,1,1,1,1,1,1
14437,0,1,0.018518518518518517,5,0.054862932170504135,15,0.10789085569303987,24,0.1250808005158635,46,0.148138419226298,111,0.17655500667183122,1,1,1,1,1,1
14447,0,3,0.10916860916860917,6,0.1329994158047648,13,0.15999938616504777,23,0.17937809327617538,44,0.20031723859186937,99,0.2247584116025137,1,1,1,1,1,1
14449,0,1,0.03333333333333333,3,0.058982683982683984,14,0.11000928732557094,22,0.12567315079979258,41,0.1446845523863651,101,0.17098159145136888,1,1,1,1,1,1
14461,0,2,0.04673913043478261,5,0.07149521931101108,11,0.09559205531786406,21,0.114345298351391,38,0.1299764649320354,104,0.1610859104008848,0,0,0,0,0,0
14479,0,2,0.115625,4,0.13551242964352722,11,0.17150682033753034,18,0.18566580259590554,36,0.2036600177516695,96,0.23104821251199356,1,1,1,1,1,1
14489,0,2,0.047379032258064516,3,0.061267921146953404,12,0.10719918845176155,20,0.12161344589914291,35,0.13725509303577366,89,0.16146018723760208,1,1,1,1,1,1
14503,0,2,0.1625,5,0.192853126405758,12,0.2259761623901478,22,0.243583512321535,41,0.26348724269658147,93,0.2868496087660186,1,1,1,1,1,1
14519,0,1,0.041666666666666664,4,0.07075109649122807,12,0.1047281307432275,25,0.13119973242985827,45,0.15177135745781423,108,0.17971973510743622,1,1,1,1,1,1
14533,0,2,0.061079545454545456,3,0.07536525974025975,11,0.11079030331018123,23,0.13546699282811975,41,0.15402867618588992,101,0.18125880308650613,1,1,1,1,1,1
14537,1,1,0.041666666666666664,5,0.08072916666666667,12,0.1107043511544138,21,0.1304224671182355,35,0.1446711346112362,100,0.17461152682767353,0,0,0,0,0,0
14543,0,0,0.0,3,0.0345856102003643,5,0.046434925268857445,15,0.06689411998567199,32,0.08468271256745452,101,0.11532753847811722,1,1,1,1,1,1
14549,0,2,0.05779569892473118,2,0.05779569892473118,9,0.0907135539655974,21,0.11373311120222761,41,0.13381247732689103,101,0.15980309361587822,1,1,1,1,1,1
14551,0,1,0.1,3,0.12330623306233063,12,0.16596555160201712,20,0.18350537845227882,39,0.20362496986229386,104,0.23220429316128452,0,0,0,0,0,0
14557,0,1,0.041666666666666664,1,0.041666666666666664,11,0.08751910864906408,21,0.10802078679121285,43,0.13162871414698826,107,0.1607722609233601,1,1,1,1,1,1
14561,0,2,0.05119047619047619,5,0.08232595892479615,13,0.11807695652644803,25,0.14273071920018576,44,0.1623813774431355,105,0.18941885737283845,1,1,1,1,1,1
14563,0,1,0.015151515151515152,4,0.04218906093906094,11,0.0695822461221012,25,0.09769004074481605,41,0.11444887330806923,101,0.1422994124410542,1,1,1,1,1,1
14591,0,3,0.07505952380952381,3,0.07505952380952381,10,0.10665230177442822,21,0.1322812922005174,44,0.1554885593146833,103,0.18027209576839404,0,0,0,0,0,0
14593,1,4,0.14209806397306396,7,0.1663160845146139,16,0.2114288359113342,26,0.23153749959471653,49,0.2537590947716355,106,0.2788841355409578,0,0,0,0,0,0
14621,0,2,0.15833333333333333,4,0.1815705128205128,10,0.20520355879441785,24,0.2347426000088478,42,0.2544467885138702,98,0.2800307275714351,1,1,1,1,1,1
14627,0,2,0.18055555555555555,6,0.2231288981288981,17,0.2767764045941292,31,0.3050295249656628,57,0.33096300135283313,118,0.35768727038434844,1,1,0,0,0,0
14629,0,3,0.08101851851851852,6,0.11647179073649663,12,0.1482340461493164,26,0.17742416436330638,46,0.19818310951258206,94,0.2202748958560934,1,1,1,1,1,1
14633,0,1,0.017857142857142856,4,0.0492519735166794,12,0.08732794530947256,24,0.11266584975857023,48,0.13659530292278876,107,0.16369367361486056,1,0,0,0,0,0
14639,0,1,0.05555555555555555,5,0.09766046514166815,12,0.12469299941130915,25,0.1509863320108763,45,0.17055821489567236,101,0.19528493703843836,1,0,0,0,0,0
14653,0,1,0.025,5,0.06803804855275443,12,0.10081662613460209,24,0.12499075384982941,45,0.14545983998507162,102,0.17032268246404422,1,1,1,1,1,1
14657,1,3,0.0650062656641604,4,0.0740971747550695,8,0.09085673424354258,17,0.10976569292140864,38,0.13215798554595165,102,0.16137909641267528,0,0,0,0,0,0
14669,0,3,0.19298245614035087,8,0.2479878777502501,17,0.28974022600174376,32,0.31962409603379455,55,0.3427967301106923,110,0.36830018816303817,0,0,0,0,0,0
14683,0,1,0.015625,2,0.024553571428571428,6,0.04104609929078014,15,0.060118072047656554,40,0.08528436375902897,98,0.11219176117740479,1,1,1,1,1,1
14699,1,1,0.023809523809523808,3,0.04731379731379731,8,0.06959325396825397,15,0.08358747076805835,40,0.10932852278121283,85,0.12924151080553803,0,0,0,0,0,0
14713,0,1,0.025,2,0.03392857142857143,7,0.0597724843755609,16,0.07795765134579292,42,0.10430241744264825,97,0.13011423455245083,0,0,0,0,0,0
14717,0,2,0.09226190476190475,6,0.12808997594445354,9,0.14161138609891508,16,0.1568235814250206,44,0.18620469839333326,106,0.21319915012780374,1,1,1,1,1,1
14723,0,2,0.049107142857142856,5,0.0797259195285511,11,0.10770138811560591,20,0.125935877438045,38,0.14412340294933393,92,0.16967423285022126,1,1,1,1,1,1
14731,0,3,0.1488095238095238,5,0.1676129426129426,12,0.19881187467975805,23,0.22096757660020533,43,0.24030672322500135,102,0.26685068574722687,1,1,1,1,1,1
14737,0,3,0.10601851851851851,6,0.1356469409435511,12,0.1619890067847879,24,0.1858550483538008,42,0.20461239078077867,103,0.23257412484716342,1,1,1,1,1,1
14741,0,2,0.042444821731748725,8,0.10849470583267593,15,0.14170153920398298,27,0.1674672254988571,49,0.18875085949624235,105,0.21464121799884647,1,1,1,1,1,1
14747,0,4,0.2075,7,0.23662769274376416,13,0.26144170091467284,26,0.28766211390348534,43,0.30562936772209,99,0.33056211618333003,1,1,1,1,1,1
14753,0,3,0.13095238095238093,6,0.1625429744962893,11,0.18102115046241446,20,0.19992246097703564,41,0.22183455636759639,97,0.24642439737878225,1,1,1,1,1,1
14759,0,1,0.03125,5,0.07326191405523957,12,0.10407602009719313,22,0.12448584969092275,40,0.14251582089379106,96,0.16771767132071733,1,1,1,1,1,1
14767,0,5,0.21783369957178275,6,0.22552600726409044,13,0.25885887319881307,25,0.28413377657688765,54,0.31326939545923893,118,0.3425250334499933,0,0,0,0,0,0
14771,0,3,0.16396103896103897,5,0.18666512059369206,10,0.20676957422087294,16,0.219571427708792,39,0.24241881018198402,93,0.266640412767519,1,1,1,1,1,1
14779,0,3,0.1099673202614379,6,0.1413706391647568,12,0.1699897662334963,21,0.18804640509180406,44,0.21203818568450816,103,0.23902369820599642,0,0,0,0,0,0
14783,1,2,0.06227106227106227,4,0.08967346467346468,12,0.1209338346073221,24,0.14598066803130202,44,0.16540740404706294,102,0.1919819382966247,0,0,0,0,0,0
14797,0,2,0.04583333333333334,5,0.08212098185502441,14,0.12685954453081882,28,0.15615546132445235,46,0.1757539829986065,101,0.20124133644216222,1,1,1,1,1,1
14813,0,2,0.07291666666666666,5,0.10157199067082787,8,0.11241855151738872,18,0.1316934763914651,37,0.14995750426300186,98,0.1787372655748323,1,1,1,1,1,0
14821,0,3,0.12878787878787878,7,0.1770616638263697,15,0.21152875923985984,26,0.23571973020537068,46,0.2566657598591655,106,0.28533442773356243,1,1,1,1,1,1
14827,0,3,0.103125,5,0.12089229559748427,12,0.15489170449613596,27,0.18785816764312524,41,0.2023028470886847,104,0.23114220725883364,1,1,1,1,1,1
14831,1,2,0.05929487179487179,3,0.0674915931063472,13,0.11035313950627447,23,0.13017853819432906,51,0.15914392122148202,101,0.1814954859961768,0,0,0,0,0,0
14843,0,2,0.051250000000000004,2,0.051250000000000004,10,0.08886937833855642,23,0.11677796520635933,48,0.14244591795355144,110,0.1695024629615045,0,0,0,0,0,0
14851,0,1,0.023809523809523808,3,0.04906204906204906,14,0.09677795350764357,23,0.11538069588017034,45,0.13765344501780394,103,0.1634349523391923,1,1,1,1,1,1
14867,0,1,0.038461538461538464,4,0.06919070512820513,8,0.09262621607855981,17,0.10959599816001639,36,0.12952452363202768,94,0.156109325561647,1,1,1,1,1,1
14869,0,0,0.0,3,0.03202614379084967,9,0.05746645939563422,20,0.08016838195316774,35,0.09637495851923678,102,0.126609934165356,1,1,1,1,1,1
14879,1,1,0.125,4,0.15321637426900583,12,0.18735851126363956,19,0.20296253332703545,40,0.22381378906434665,101,0.251987704431887,0,0,0,0,0,0
14887,0,2,0.04583333333333334,4,0.06360062893081761,7,0.07732045831075936,17,0.09708625683040381,33,0.11395148103744529,92,0.14165700333103076,1,1,1,1,1,1
14891,0,3,0.17410714285714285,4,0.18431122448979592,11,0.21837116528260328,19,0.23550077213105525,40,0.25724319337920265,89,0.28002285000892335,0,0,0,0,0,0
14897,0,1,0.03333333333333333,3,0.05376984126984127,8,0.07166251399237902,18,0.0931813971275583,36,0.11154557269548182,90,0.1347874678954422,1,1,1,1,1,1
14923,0,2,0.07107843137254902,4,0.09438466443487964,8,0.11426749899162723,18,0.13550888608212125,35,0.15410203463377065,92,0.18077862990333177,1,1,1,1,0,0
14929,0,3,0.10274621212121213,5,0.12727339888244144,11,0.15754354057048076,21,0.178885099988559,38,0.19730863645369423,102,0.22571464004958172,1,1,1,1,1,1
14939,1,2,0.145,5,0.17350922131147542,12,0.20566007298830694,23,0.22917507552349753,40,0.24575109673456386,103,0.274703160137128,0,0,0,0,0,0
14947,0,1,0.017241379310344827,3,0.038769157088122605,7,0.05777206269545843,21,0.08684429759763446,44,0.10978801033712639,103,0.1378755388466107,1,1,1,1,1,1
14951,0,5,0.12652972027972026,6,0.14041860916860915,12,0.16731213617097698,23,0.19184883713854564,52,0.22178542358275918,113,0.2482802655414754,1,1,1,1,1,1
14957,0,2,0.1513157894736842,5,0.18089241439914633,10,0.2020317253827232,20,0.22196931243736168,42,0.24345324398268217,107,0.2733287438308161,0,0,0,0,0,0
14969,0,4,0.13470672649365348,5,0.1430400598269868,11,0.17377425625155205,23,0.19749808183272452,45,0.2200319412356857,104,0.24688219355657676,1,1,1,1,1,1
14983,0,1,0.025,1,0.025,9,0.06369742956752761,21,0.08718028061730693,38,0.10525218114770132,110,0.13759139460071346,1,1,1,1,1,1
15013,0,4,0.1569128787878788,5,0.16484938672438673,10,0.18905667970980297,20,0.20855255791007662,48,0.23836337496816531,105,0.2658497367730886,1,1,1,1,1,1
15017,0,0,0.0,1,0.010416666666666666,11,0.05632844279364634,24,0.08200611798869471,37,0.09590089092051067,101,0.12674861382133834,1,1,1,1,1,1
15031,0,1,0.025,2,0.03888888888888889,8,0.06596683949061784,17,0.08466709804840608,40,0.10757622637448389,94,0.13221257211373294,1,1,1,1,1,1
15053,0,2,0.049107142857142856,3,0.05744047619047619,10,0.09116296385898014,21,0.11335176155336295,42,0.13575384177368835,95,0.15855226298515182,1,1,0,0,0,0
15061,0,1,0.03333333333333333,2,0.046153846153846156,6,0.061217145986878094,17,0.08488772641355247,39,0.10748157720173487,95,0.13371405218203455,0,0,0,0,0,0
15073,1,3,0.11757246376811593,6,0.14425897170462387,13,0.17595973827016864,24,0.19930439433036784,44,0.2213577263337596,98,0.24660763851383508,0,0,0,0,0,0
15077,0,1,0.02631578947368421,3,0.04703460554133748,8,0.07119931022071993,16,0.08748854548076063,34,0.10624020486415568,92,0.1333454652687456,1,1,1,1,1,1
15083,0,3,0.10393772893772893,4,0.1143543956043956,11,0.14444527136449672,21,0.1639790188730313,39,0.18217397231723967,81,0.20150747484607612,1,1,1,1,1,1
15091,0,3,0.10436507936507936,5,0.12371031746031745,10,0.14393013572644797,22,0.16959559491825538,37,0.18536216023996155,95,0.21337254113065043,0,0,0,0,0,0
15101,0,2,0.049107142857142856,4,0.06653138528138527,8,0.08492984372981642,20,0.11023320190337318,37,0.12815694668624264,91,0.1538488024365287,1,1,1,1,1,1
15107,0,3,0.11722222222222221,5,0.13849415204678361,16,0.18920239086437599,25,0.20834319146007138,46,0.22970143090345346,103,0.25717828574619117,1,1,0,0,0,0
15121,0,2,0.05507246376811594,5,0.08330117949683166,10,0.1066989462732856,19,0.124384279159336,40,0.14824640201395273,104,0.1779303789350523,1,1,1,1,0,0
15131,0,3,0.10763888888888888,4,0.11875,14,0.16413002855632783,22,0.18219652096081632,42,0.2035263600561529,99,0.22900671929979277,0,0,0,0,0,0
15137,0,1,0.017857142857142856,3,0.036563436563436566,8,0.06516900461857425,20,0.09192985004495846,43,0.116418016781791,104,0.14437112681366082,1,1,1,1,1,1
15139,0,2,0.115625,3,0.1267361111111111,12,0.16933823001745008,23,0.1913972526071602,42,0.2109147028751663,99,0.23703003701015707,1,1,1,1,1,1
15149,0,2,0.07291666666666666,4,0.09322916666666665,14,0.14226016761997504,26,0.16952543619051177,43,0.188327731286371,98,0.21373926332114992,1,1,1,1,1,1
15161,0,2,0.04714912280701754,5,0.07398046140306201,13,0.10921996281452469,20,0.12266182522426612,40,0.14469570033062612,102,0.17354414855424413,1,1,1,1,0,0
15173,0,2,0.08755760368663594,3,0.10005760368663594,8,0.12415264456377671,21,0.15444864372225928,38,0.17360793315804982,104,0.2045254212474464,1,1,1,1,1,1
15187,0,3,0.18496732026143792,7,0.23092691622103384,12,0.25512790009206215,20,0.2702035284620927,43,0.2955655566796624,103,0.3227773181847073,0,0,0,0,0,0
15193,0,3,0.08607954545454546,5,0.10564641475545732,12,0.13817596731543583,25,0.1677538093493617,45,0.18879100212100194,108,0.21883618563882268,1,1,1,1,0,0
15199,0,2,0.04880952380952381,3,0.061004645760743326,10,0.09426563696602933,18,0.11089876845919569,36,0.13017414215922468,91,0.15593570544030305,1,1,1,1,1,1
15217,0,1,0.0625,3,0.0818001443001443,10,0.11806654786764884,22,0.142829232159199,41,0.16317164061297706,97,0.1892190876080815,1,1,1,1,1,1
15227,0,1,0.02,2,0.03111111111111111,8,0.06541705075076909,19,0.08987027679465717,37,0.10842723346253608,95,0.13474404517045396,1,1,1,1,1,0
15233,0,4,0.1538690476190476,6,0.17458786368670087,18,0.22976299546184784,27,0.24796054804973075,45,0.26668324215640343,106,0.294872782056432,1,1,1,1,1,1
15241,0,2,0.0875,4,0.10866755793226382,12,0.14574163610462382,19,0.16020763245255495,36,0.17798583154686243,98,0.2056815480112359,0,0,0,0,0,0
15259,0,3,0.08831981068289385,5,0.11113727100035417,11,0.1346958644698794,22,0.15948569375900623,45,0.1855858333729859,98,0.21118294589298442,1,1,1,1,1,1
15263,0,3,0.0907738095238095,6,0.12453871265346673,12,0.1555580094657743,26,0.18508427262061602,48,0.2068750480655105,94,0.22784294983748637,1,1,1,1,1,1
15269,0,0,0.0,3,0.03632478632478632,13,0.0813803587112562,23,0.103209812609688,39,0.12008637161626397,93,0.14483376439543064,1,1,1,1,1,1
15271,0,1,0.020833333333333332,3,0.04987373737373737,9,0.07735099506628403,20,0.09940273523686083,41,0.12318600335747153,96,0.14881816622391036,1,1,1,1,1,1
15277,0,2,0.04673913043478261,4,0.06315021464247698,11,0.096034394709102,20,0.11455717694233271,38,0.13403544133565934,99,0.16187682443777798,1,1,1,1,1,1
15287,0,3,0.11507936507936506,7,0.15643742987492984,10,0.17108231096002832,21,0.1934547877795623,45,0.21829929255649322,102,0.24500934647645276,1,1,1,1,0,0
15289,0,1,0.025,4,0.05801820728291317,6,0.06550978977449566,16,0.0889543871283116,37,0.11295570812677962,92,0.13915746168876372,1,1,1,1,1,1
15299,0,1,0.125,4,0.15588731443994602,11,0.1900021417960525,25,0.21958322638004102,46,0.2419897658378186,102,0.2683597823958882,1,1,1,1,1,1
15307,0,3,0.1625,4,0.17765151515151517,9,0.20058552558552561,18,0.22090119544760584,35,0.23944797790538833,101,0.27016523825325217,1,1,0,0,0,0
15313,0,2,0.06719367588932806,4,0.09536827906393125,10,0.12673190365872863,19,0.14482720849504835,37,0.16470445437324702,90,0.18928025889477607,1,1,1,1,1,1
15319,0,2,0.115625,4,0.13591720779220778,11,0.16778572046180906,23,0.19176916624063853,45,0.21695336802740406,97,0.24136250002409335,0,0,0,0,0,0
15329,0,2,0.08994708994708994,3,0.10244708994708994,9,0.131019256695395,15,0.1440801845699533,38,0.16765000034537028,91,0.1931127375801682,1,1,1,1,1,1
15331,0,0,0.0,2,0.019055944055944057,7,0.038190423136229584,15,0.0551372508448199,38,0.08056866145973378,89,0.10423924868303357,1,1,1,0,0,0
15349,0,1,0.015625,1,0.015625,4,0.027964521165857043,16,0.05563886346538565,40,0.08120371642658344,96,0.10658065867006448,1,1,1,1,1,1
15359,0,2,0.051250000000000004,5,0.08373952497072798,12,0.11791746613087654,22,0.13800895843039973,42,0.15938594942595014,94,0.18317301556337673,1,1,1,1,1,1
15361,0,0,0.0,2,0.018137254901960782,8,0.044942502662231584,17,0.06293441282694177,42,0.08931563895801997,116,0.12425539095772309,1,1,1,1,1,1
15373,0,4,0.11904552774117992,6,0.14126774996340213,11,0.16502694323845324,19,0.1815483271235691,39,0.20247136108016917,88,0.22515776333332466,1,1,1,1,1,1
15377,0,3,0.21494708994708994,6,0.24480416359050078,7,0.2492684493047865,18,0.27369047741337377,40,0.29674827940955883,93,0.3232266281105528,1,1,1,1,1,1
15383,0,2,0.051250000000000004,2,0.051250000000000004,8,0.07920064180795283,18,0.10182859059174332,34,0.11815477100734201,96,0.1473779557872056,1,1,1,1,1,1
15391,0,2,0.12380952380952381,5,0.15268793051811919,9,0.17021935040306366,20,0.19188516160467306,43,0.21746620882557824,101,0.24418404987670958,1,1,1,1,0,0
15401,0,1,0.125,3,0.14261642156862744,6,0.15756504098718357,15,0.1756704470608887,35,0.19842053579089505,92,0.22617707237157403,0,0,0,0,0,0
15413,0,3,0.08904569892473117,4,0.10293458781362005,13,0.1457062175790564,23,0.1646846687914726,45,0.18799539689131683,111,0.22060917423459256,0,0,0,0,0,0
15427,0,3,0.1474673202614379,3,0.1474673202614379,12,0.18924900979376263,24,0.21498300461993555,38,0.2297405657206135,93,0.2557112077353879,1,1,1,0,0,0
15439,0,3,0.11446360153256704,6,0.14267997580157288,17,0.1972474545123139,26,0.2182362203235141,42,0.23509488283553417,100,0.26191645410229714,1,1,1,1,1,1
15443,0,2,0.06227106227106227,5,0.09800679800679801,9,0.11708293385924964,22,0.14564978146692856,42,0.16809915493213795,102,0.19636960728139738,1,1,1,1,1,1
15451,0,2,0.08055555555555555,3,0.09191919191919191,8,0.117895263006441,19,0.14173306458105123,41,0.16432372055164005,89,0.1869779721058451,1,1,1,1,1,1
15461,1,3,0.0775062656641604,5,0.10181182121971595,14,0.142863042171832,23,0.16106894774137756,46,0.1856397381677427,106,0.21337553441126073,0,0,0,0,0,0
15467,0,1,0.125,3,0.14976689976689975,8,0.17235662300372598,16,0.18897406682403156,43,0.2194330571516707,86,0.23919335636447434,1,0,0,0,0,0
15473,0,1,0.041666666666666664,2,0.05128205128205128,11,0.09749915401504756,19,0.11477914556361071,37,0.13378556135684352,99,0.1622421144948236,1,1,1,0,0,0
15493,0,2,0.08101851851851852,3,0.09490740740740741,9,0.11960896184314802,20,0.14329424454593928,44,0.1692602162209666,103,0.1964159294275682,1,1,1,1,1,1
15497,0,2,0.06018518518518518,7,0.10974465349465351,10,0.12347332803533594,20,0.14511454304876534,45,0.17242537769156424,86,0.19213559960588142,1,1,1,1,1,1
15511,0,2,0.0875,6,0.13258653609263366,10,0.15247081796854964,20,0.17322552891498302,39,0.19298528365340054,94,0.2184252959036828,1,1,1,1,1,1
15527,0,1,0.038461538461538464,4,0.07545990045990046,6,0.08452009702009702,17,0.10825316028737794,41,0.13468985111668869,97,0.16240451820639373,1,1,1,1,1,1
15541,0,3,0.1092391304347826,5,0.13039297658862875,14,0.17840846173815808,26,0.20330322549357055,43,0.2227194277450539,99,0.248307805635116,1,1,1,1,1,1
15551,0,4,0.13061507936507935,6,0.15231646825396825,15,0.1963048036511195,21,0.21060402683367319,43,0.23350941021890798,102,0.2620550352716587,1,1,1,1,1,1
15559,0,1,0.029411764705882353,2,0.04160688665710187,7,0.06285737843919181,17,0.08363256024953923,42,0.10975734953419973,105,0.1390662706352865,1,1,1,1,1,1
15569,0,4,0.11775097465886938,5,0.13163986354775828,13,0.17204084377047027,22,0.19252291592525766,42,0.21346804738809588,97,0.23933701527167284,1,1,1,1,1,1
15581,0,2,0.05416666666666667,6,0.09890873015873017,12,0.12908024456374104,23,0.15269920852042684,45,0.17476698156345752,102,0.20196112610750738,1,1,1,1,1,1
15583,0,2,0.0875,4,0.11158008658008657,8,0.13149043938517624,18,0.15267988111732975,34,0.16807695937109635,89,0.19363037285451426,0,0,0,0,0,0
15601,1,1,0.020833333333333332,3,0.042582417582417584,10,0.07452913994488591,20,0.09776212960647876,39,0.11812528857238865,91,0.14468008653333192,0,0,0,0,0,0
15607,0,4,0.19363026819923373,7,0.22276120016035436,12,0.2506109778498564,25,0.27939351119498645,44,0.2999058218285897,91,0.3228263410907323,1,1,1,1,1,1
15619,0,0,0.0,3,0.0324873297434273,13,0.08448719341946828,24,0.10798411827154401,42,0.12745320622874867,107,0.15911579733383044,1,1,1,1,1,1
15629,0,2,0.06798245614035087,4,0.08593117408906881,8,0.10411931296686285,22,0.1328831503530503,38,0.15099592307740714,87,0.1739733235495793,1,1,1,1,1,1
15641,0,3,0.06327815506508205,3,0.06327815506508205,10,0.09371884212789969,22,0.11929543475786734,44,0.14392695443053838,100,0.1701206126639673,0,0,0,0,0,0
15643,0,1,0.029411764705882353,2,0.04503676470588235,9,0.0782475119268258,17,0.09666952429886178,39,0.12057689677521724,97,0.15016880925541803,1,1,1,1,1,1
15647,0,3,0.09424603174603174,4,0.1044501133786848,10,0.13365272782372511,25,0.16980749347195312,47,0.19555186079767245,96,0.21777457569800918,1,1,1,1,1,1
15649,0,0,0.0,2,0.023458810692853244,8,0.047429518856128575,16,0.06362314032139549,35,0.0842449092114681,92,0.10953170698005343,1,1,1,1,1,1
15661,1,2,0.06719367588932806,7,0.11515776591473414,10,0.13005012132433094,25,0.1623010875260308,47,0.18763360481592073,112,0.21839033752600356,0,0,0,0,0,0
15667,0,3,0.20416666666666666,5,0.22335526315789472,15,0.27193240697633003,22,0.2873505431879483,40,0.30799088806080654,98,0.3353922125319226,1,1,1,1,1,1
15671,0,1,0.017857142857142856,4,0.05049603174603174,9,0.07469081973716717,15,0.08840617745680489,39,0.11438025014081939,88,0.1383056722178113,1,1,1,1,1,1
15679,0,3,0.07974137931034483,7,0.125960956338651,12,0.1579166516095637,20,0.17461871208848934,36,0.192960188349112,92,0.22095185644707685,0,0,0,0,0,0
15683,0,1,0.041666666666666664,4,0.07462462462462462,7,0.0886037772542135,24,0.1259027705592873,46,0.14977558954865133,116,0.18405908882168018,1,1,1,1,1,1
15727,0,3,0.14224137931034483,4,0.15739289446186,13,0.19735128256812534,25,0.223689618416613,48,0.24761522236240577,105,0.27500447429552743,1,1,1,1,1,1
15731,0,3,0.11401709401709402,4,0.1279059829059829,15,0.17992636287752534,23,0.1969144266997899,51,0.22703039869988673,106,0.2538390846682921,0,0,0,0,0,0
15733,0,1,0.041666666666666664,1,0.041666666666666664,4,0.055882079203313326,11,0.07049966497139744,30,0.09235740437421405,79,0.11596022525353712,1,1,1,1,1,1
