p,killed_Q0,ap_count_delta_1000000,ap_harm_delta_1000000,ap_count_delta_2000000,ap_harm_delta_2000000,ap_count_delta_5000000,ap_harm_delta_5000000,ap_count_delta_10000000,ap_harm_delta_10000000,survive_1000000,survive_2000000,survive_5000000,survive_10000000
1553,0,16,0.06987012069188224,38,0.09260604345569558,95,0.11915438464467953,205,0.14215778233292584,1,1,1,1
1559,1,24,0.10941224125005043,44,0.1306412778946697,102,0.15871518516428093,199,0.1797202910923194,0,0,0,0
1567,0,21,0.08564179544235156,41,0.1078367492372093,102,0.13795883815241786,210,0.16167239510116976,1,1,1,1
1571,0,11,0.037724288342965775,33,0.0617871290675555,95,0.0901199808195573,204,0.11384801155004372,1,1,1,1
1579,0,25,0.10643604405946357,47,0.130643611808821,111,0.1616340904136519,210,0.18332742639561792,1,1,1,1
1583,1,25,0.11499974656411588,51,0.14292951395148398,109,0.17064321591246664,219,0.19428085767931336,0,0,0,0
1597,0,22,0.09334345126634774,45,0.11852166523917183,104,0.14884084373972134,211,0.17261692909918652,1,1,1,1
1601,0,22,0.07254222841372748,41,0.09343094660247808,103,0.12422777165732912,200,0.14584090785771034,1,1,1,1
1607,1,19,0.054896375748003136,39,0.0767608610607175,97,0.10548205428956575,186,0.1253619756027059,0,0,0,0
1609,0,24,0.09807026206979229,51,0.12982736685135643,112,0.16100940326532967,214,0.1841113082518224,1,1,0,0
1613,0,16,0.06280393561655014,39,0.08736849717108006,105,0.12026681852668993,197,0.14069968429373428,1,1,1,1
1619,0,23,0.08271361496156023,40,0.10346588104269831,105,0.13682076097928544,210,0.16010344680617652,1,1,1,1
1621,0,20,0.07285432093178841,44,0.1000755961792818,100,0.12820121298709675,210,0.15303170722455392,1,1,1,1
1627,0,20,0.07648324561422792,44,0.10348420105257988,106,0.13394480532469905,196,0.15434249275804002,1,1,1,1
1637,0,19,0.07518307402671903,42,0.10155741402831148,107,0.13536997266763431,199,0.15625577967565496,1,1,1,1
1657,0,16,0.06806205712360916,37,0.09216001084052639,91,0.11965095971990115,188,0.1419138244650999,1,1,1,1
1663,1,24,0.10189427482067191,47,0.127459267461248,96,0.1516617815573386,194,0.1742776410971124,0,0,0,0
1667,1,22,0.10142288456466775,43,0.12559420767466267,103,0.1563125420482065,209,0.1810824346011688,0,0,0,0
1669,0,17,0.07094040303759852,36,0.09396344449409509,98,0.12585922407025452,194,0.14841860506986462,1,1,1,1
1693,1,19,0.08374614074809064,46,0.11445522682960525,113,0.1489328592674709,198,0.1689809387605517,0,0,0,0
1697,0,16,0.08070054843991305,37,0.10511716553436731,98,0.1379341768174821,194,0.16015430560230035,1,0,0,0
1699,0,17,0.06422490544898343,44,0.09766447261572593,106,0.13043973377873852,212,0.1549030296267237,1,1,1,1
1709,0,23,0.10067056392001748,46,0.1276811263250587,102,0.15845540471888594,188,0.17950562945232418,0,0,0,0
1721,0,21,0.09802638943240619,44,0.1254774965401893,107,0.15858939373592965,206,0.18234634423080145,0,0,0,0
1723,1,22,0.10345962597471992,42,0.1261192630441701,105,0.1597278875035966,207,0.18437955088209187,0,0,0,0
1733,0,21,0.09190544150160387,39,0.11348355066843704,103,0.14790681748407758,189,0.16834966658359715,1,1,1,1
1741,0,20,0.08921327062153386,39,0.11478168428508506,98,0.14670552554688268,188,0.16839219139932635,1,0,0,0
1747,0,25,0.11099715904543161,40,0.1294768198406817,104,0.16219609210958638,196,0.1838036574084017,1,1,1,1
1753,0,22,0.09658140684655461,41,0.12033236764578334,94,0.1495111064417412,186,0.1716885182614497,1,1,1,1
1759,0,19,0.08616521780526218,37,0.10838425443406965,97,0.14107858238750015,190,0.16403469657169745,1,1,1,1
1777,1,18,0.07179929022305717,36,0.09241128134451014,98,0.12694909911348895,199,0.15223569687552377,0,0,0,0
1783,0,25,0.13644095582675475,42,0.15837831277615402,86,0.18167478364731282,166,0.20161111308722643,1,1,1,1
1787,0,19,0.07984515089013239,44,0.11238694118404491,105,0.1456621759538507,205,0.17017146739820574,1,1,1,1
1789,1,23,0.0990505843798891,44,0.1250216956231704,101,0.15598676888229945,183,0.17638752513808106,0,0,0,0
1801,1,14,0.055051458604757714,38,0.08317401960430615,103,0.11955884478257438,192,0.1413894998203729,0,0,0,0
1811,1,19,0.06909838756699993,34,0.08782648428904596,88,0.11823610486035127,166,0.138181692321871,0,0,0,0
1823,0,18,0.09557882935366094,34,0.11538370598345823,96,0.14889820513970747,182,0.1708023667296987,0,0,0,0
1831,0,20,0.09466571626090145,40,0.11962264608713631,89,0.1482410141844917,177,0.1706838638802571,1,1,1,1
1847,1,17,0.07127445233077107,38,0.09846907998673614,90,0.12861270185991386,169,0.14897428011115818,0,0,0,0
1861,0,20,0.09419249991530965,40,0.11975051389067196,105,0.15891908469559432,194,0.1813081624091829,1,0,0,0
1867,0,17,0.09441095352720547,34,0.11495905928368184,90,0.1476651719208666,165,0.16704520124257194,1,1,1,1
1871,1,17,0.07097870009518101,32,0.09264205878447153,92,0.1266252300994085,175,0.14886398353977665,0,0,0,0
1873,0,21,0.11041645972653144,41,0.1383404028673943,89,0.16644956645389994,169,0.18755355832200185,1,1,1,1
1877,1,18,0.10371129016898839,37,0.12933293960725079,87,0.1579357029498954,162,0.1769882147494008,0,0,0,0
1879,0,14,0.06541341305718122,39,0.09807040543298289,92,0.12865724683730892,177,0.15086715930087424,0,0,0,0
1889,0,19,0.09510847227146621,33,0.11407654223331168,88,0.1475926599904468,178,0.17117281779871313,1,1,1,1
1901,0,16,0.09110360949209535,29,0.10806954010401437,83,0.13849967556424272,167,0.160292821529999,1,1,1,1
1907,0,23,0.10758309201090137,45,0.13757056418249158,92,0.1651518637535217,183,0.18964621726727257,1,1,1,1
1913,0,17,0.08632398471868258,33,0.10661725676007536,92,0.1416693346527676,168,0.1619428643539624,1,1,1,0
1931,1,15,0.08813169796024971,32,0.11156822803215022,83,0.14287415446398555,166,0.1653967549587799,0,0,0,0
1933,0,21,0.10902189681327945,35,0.12848332194286718,91,0.16181820363832927,186,0.18744220391463934,1,1,1,1
1949,0,22,0.10266600977539876,39,0.1249618175621209,91,0.1550555933168398,178,0.17931788709370755,1,1,1,1
1951,0,20,0.12481017618816265,39,0.15232064707558338,87,0.181624252564643,173,0.20489903719632838,1,1,1,1
1973,0,21,0.12692681504084904,40,0.15359539456467913,88,0.181974670587753,166,0.20340835062358711,0,0,0,0
1979,0,12,0.055410545909641076,27,0.07590496319654298,75,0.10338864793911373,152,0.12437798430232874,1,1,1,1
1987,1,18,0.09000482752065556,35,0.11389297665172568,89,0.1471322686491181,172,0.1701558179776341,0,0,0,0
1993,1,17,0.08652333662333528,32,0.10738434600223998,84,0.13993582920816136,164,0.16231744357342684,0,0,0,0
1997,0,20,0.11015101153357044,42,0.14032430453961764,99,0.17417189862383345,167,0.1933730733616298,0,0,0,0
1999,0,13,0.04787287482400541,31,0.07544761193458012,79,0.10386213797954719,164,0.1271214587928381,1,0,0,0
2003,1,15,0.091000647989618,36,0.12134692864670771,87,0.15299129593117564,172,0.17689580795766668,0,0,0,0
2011,0,21,0.10640538072889293,36,0.12714476920532466,89,0.160202242570834,167,0.18217419388551076,1,1,0,0
2017,0,14,0.08166828617782161,31,0.10598932198514507,76,0.13449990859674008,143,0.15332218901921899,1,1,1,0
2027,0,15,0.09670594817451965,27,0.11228150908888429,82,0.14558655349088406,159,0.16685246924973218,1,1,1,1
2029,0,18,0.09179262008838665,30,0.10989533551902633,69,0.13357704282833974,144,0.15504160042380818,1,1,1,1
2039,1,15,0.07578743349961137,36,0.10565594307032726,79,0.13291713061535895,166,0.15718753003331412,0,0,0,0
2053,0,12,0.08479545406390371,27,0.10667807226894005,76,0.13696007714928235,156,0.15966633812772316,1,1,1,1
2063,1,13,0.06368959010947248,30,0.08738021311225629,74,0.11452168951267218,156,0.13739683304884345,0,0,0,0
2069,0,16,0.062182968308932426,32,0.0856923912260582,75,0.11251807161156999,149,0.1341701639137474,0,0,0,0
2081,0,19,0.11264982149184599,39,0.1417263364803886,93,0.17713427897814119,164,0.19762752287363458,0,0,0,0
2083,0,18,0.07969086948770016,36,0.10498461196129807,81,0.1350958094967106,157,0.15698833595482223,1,1,1,0
2087,0,19,0.10445422556180221,38,0.13265360663054804,75,0.1565657917787226,151,0.17775173137133388,1,1,1,1
2089,0,15,0.09303939723403258,35,0.1213751523181396,83,0.15345679806889204,159,0.1755024123641064,1,1,1,1
2099,0,21,0.11311781804149545,39,0.1407213873868924,83,0.16958344857181634,156,0.19080141506741796,1,1,1,1
2111,0,12,0.05891196253010297,29,0.0823736072343821,80,0.11503556856824512,161,0.1391540230877356,0,0,0,0
2113,0,13,0.06299635384047224,27,0.08263300525940875,81,0.11986170425492977,153,0.14208598305474648,1,1,0,0
2129,0,20,0.10832579214568375,38,0.13462302313568789,91,0.16954400575764927,162,0.1899443874113141,1,1,1,1
2131,0,14,0.06423510939039848,34,0.09488407376290799,79,0.1252611509068192,158,0.14894182876704248,1,1,0,0
2137,0,17,0.09251496398938075,33,0.11605992591051288,85,0.15003412629085466,155,0.17009061675576923,1,1,1,1
2141,0,16,0.09087951128210502,31,0.11299186315660327,87,0.1501348560012893,162,0.17284617656058612,0,0,0,0
2143,0,21,0.1298374001300186,32,0.14564943963470176,84,0.17967301255266357,162,0.20317378989903864,1,1,1,1
2153,0,17,0.09972005281998958,33,0.12437163464668163,79,0.15223178112800465,162,0.17757041593553355,1,1,1,1
2161,0,17,0.10003531954031505,34,0.1265908370600766,74,0.1539792067793943,143,0.1747791559988897,1,1,1,1
2179,0,14,0.09544520012476039,32,0.12360958400859871,77,0.15573846938572383,153,0.17838381160560865,0,0,0,0
2203,0,14,0.08913016230728045,31,0.1157815527716463,79,0.14816487863036362,150,0.17014612031843285,1,1,1,1
2207,0,11,0.06789507187487173,29,0.0959773023275729,77,0.1282618156750273,148,0.1501775092270616,0,0,0,0
2213,1,16,0.0942294493865114,36,0.12593402504202075,72,0.14979549959203553,147,0.17267509352520183,0,0,0,0
2221,0,17,0.08523997998309289,29,0.10320605501906101,80,0.13769866522679072,147,0.1588870889577179,1,1,1,1
2237,0,10,0.07156322090178414,25,0.09467196398281225,67,0.12442010989368467,129,0.14318919913325345,1,1,1,1
2239,0,20,0.11773787136048253,36,0.14368998224528412,81,0.17543543000226275,160,0.20059190759083206,1,1,1,1
2243,0,16,0.09052861900545621,34,0.11709036614384258,89,0.15485697372179633,158,0.17644589235068134,1,1,1,1
2251,0,15,0.07117752202916179,30,0.09602529564837681,67,0.12199621469819334,151,0.14820215613974402,0,0,0,0
2267,0,19,0.10574925039962203,35,0.1322667144736292,82,0.16458849267656203,155,0.1873753712703026,1,1,1,1
2269,0,14,0.09189876126998117,28,0.11282178028947283,78,0.14795319484276695,148,0.1700055780468987,1,1,1,1
2273,0,18,0.11179083400976506,43,0.15143009649585557,91,0.1845350440639379,154,0.20474556856832504,1,1,1,1
2281,0,15,0.09052938539384695,36,0.12400327281228946,79,0.15435911790632656,156,0.17804581236343772,1,1,1,1
2287,0,17,0.09492318883354908,35,0.12340212318770237,79,0.1537272442596287,136,0.1719720509826678,1,1,1,1
2293,0,13,0.059897239971274205,24,0.07617026966518894,64,0.10443529965778514,130,0.12532517071625993,1,1,1,1
2297,0,18,0.10264436168954623,36,0.1315464319355117,82,0.16369499352481168,153,0.18623878371068328,1,1,1,0
2309,0,14,0.08818164063942822,29,0.11192556507348608,81,0.14882858951768957,145,0.16961000761515255,1,1,1,1
2311,0,16,0.08478600196364641,30,0.10823859429797716,77,0.1410026817510529,141,0.16191964866304204,1,1,1,1
2333,0,13,0.09589899330487667,25,0.11642160614907808,64,0.1434403895851388,124,0.16219046149931043,0,0,0,0
2339,1,16,0.10387786650332329,31,0.12911219976599286,72,0.15817676499924718,135,0.1784679751372878,0,0,0,0
2341,0,22,0.15725472947327826,41,0.1865114331971626,83,0.2166859763234923,157,0.24072900950993006,1,1,1,1
2347,0,14,0.10290702031681646,31,0.12978570380060608,75,0.16204980965012894,143,0.1841797443523053,1,1,1,1
2351,1,15,0.08605216979982849,30,0.11014102818731483,71,0.1395662100256608,135,0.1610182538652222,0,0,0,0
2357,0,14,0.06834440100424231,28,0.09130610135697377,70,0.12112953423712608,136,0.14242774146050988,1,1,1,1
2371,0,17,0.11729431272470475,32,0.1399488724533769,75,0.17221259943448966,131,0.19032915127656094,1,1,1,1
2377,0,11,0.05470281339733264,32,0.08776312147525757,69,0.11371478782852365,140,0.13712072749227802,1,1,1,1
2381,0,17,0.10624198681114073,33,0.13322901936882722,66,0.15684435614602196,127,0.17666490695922676,1,1,1,1
2383,0,15,0.09092951202081641,31,0.1168319856361059,68,0.14404858316454272,128,0.16404793910211682,1,1,1,1
2389,1,18,0.12050421407284899,29,0.1380065540922126,65,0.16491736164144924,130,0.18670666699254373,0,0,0,0
2393,1,12,0.09683296467844557,27,0.12087083350752957,60,0.14528024669243236,126,0.16765392791243755,0,0,0,0
2399,1,13,0.081658614891463,27,0.10628284541062122,74,0.14046048173065498,142,0.16287318046563762,0,0,0,0
2411,1,12,0.08594953926721223,27,0.10990460796252931,71,0.14322688407913223,137,0.1641594243364411,0,0,0,0
2417,1,12,0.08245588664439789,23,0.10047921760464416,61,0.1274748768736576,127,0.14957068505075777,0,0,0,0
2423,0,14,0.08757677425855964,25,0.1059053022753636,64,0.1345226009893966,122,0.15428438233935543,1,1,1,1
2437,0,13,0.07816461421811823,25,0.09821298371892656,73,0.13388230075030216,136,0.15483631206977375,1,1,1,1
2441,0,15,0.09844982849983322,29,0.12251433304329647,68,0.15457598129450364,130,0.17571676947143358,1,1,1,1
2447,0,19,0.10592952858797512,29,0.12271192245389212,65,0.14853965216241044,131,0.17163179918172722,1,1,1,0
2459,1,14,0.10293525437270644,29,0.1281126272956808,64,0.15561313750639416,122,0.17614923340267602,0,0,0,0
2467,0,15,0.09209527384149303,30,0.11793213083800723,70,0.1476307033320862,123,0.16602423883059603,1,1,1,1
2473,0,17,0.11365490379488966,32,0.1368347057906729,74,0.1690566831733225,135,0.1898249157847868,1,1,1,1
2477,0,13,0.0803018594493241,28,0.10659085031374542,64,0.13350997214132282,127,0.15589576816770162,1,1,1,1
2503,0,11,0.057395755555518346,25,0.08269438401843805,73,0.12114648607226525,138,0.14352607763894576,1,1,1,1
2521,0,13,0.07562033252075667,30,0.10516876365895728,64,0.13081487197027378,126,0.15290633348600707,1,1,1,1
2531,0,16,0.12363848016898289,30,0.14806692184191952,60,0.17172020420255568,119,0.19223456439631123,0,0,0,0
2539,1,16,0.10922117487642392,30,0.13447245962745155,72,0.1647824945955461,129,0.18474960773277244,0,0,0,0
2543,1,12,0.05773573886017306,26,0.08317750018414906,65,0.11219225016049282,120,0.13076844109900937,0,0,0,0
2549,0,15,0.08063740620637813,27,0.10067797747456633,75,0.13771212427815513,137,0.15943736371005973,1,1,0,0
2551,0,19,0.11901005860774645,31,0.1420625342714849,77,0.1805588416358562,134,0.20090925791619513,1,1,1,1
2557,0,13,0.08405358922559013,25,0.1056478375414865,73,0.14175607859076045,136,0.1644902054489703,1,1,1,1
2579,0,9,0.05288089777759906,21,0.07484232634527739,64,0.10836696841706774,123,0.12859276343103118,1,1,1,1
2591,0,16,0.0883091480396471,28,0.11085716566674517,70,0.14380716266340002,131,0.16598484633238836,0,0,0,0
2593,1,11,0.05155319619435736,28,0.08130560237602996,56,0.1023833415175103,121,0.1260956545922546,0,0,0,0
2609,1,14,0.0731213520967506,24,0.09121252198516319,66,0.123980409626813,127,0.14578438890769974,0,0,0,0
2617,1,15,0.14994645700243173,24,0.16679187267361834,65,0.1996646081878103,130,0.22333673984726768,0,0,0,0
2621,1,16,0.09738622365227796,30,0.12184954421242188,63,0.14752538526212353,130,0.17208244956334434,0,0,0,0
2633,0,10,0.07693443368427322,18,0.09071988809453338,47,0.11482536474909884,112,0.1380547883945143,1,1,1,1
2647,0,15,0.10847548169869778,25,0.1271674788741893,63,0.15693487561907662,133,0.18303270373246708,1,1,1,1
2657,1,13,0.0861617850662551,27,0.1116801462641595,66,0.1437230293091615,125,0.16587747590006155,0,0,0,0
2659,0,11,0.07213443502562995,25,0.09674346366541006,63,0.12524513718843885,117,0.14529398649818437,1,1,1,1
2663,1,15,0.121513790947271,26,0.14335729541157363,58,0.17170459498251212,122,0.19477090228552102,0,0,0,0
2671,0,6,0.02860594547974663,17,0.049141341682510414,49,0.07646015003469207,118,0.10220613427536472,1,1,1,1
2677,0,16,0.12118548580485493,30,0.14730414782223722,68,0.18126176894516824,127,0.204047396561016,0,0,0,0
2683,0,14,0.10358207723064004,30,0.13380226572977,64,0.1633485008210696,117,0.18327883025611835,1,1,1,1
2687,0,13,0.08295506489091682,24,0.10547581394700062,55,0.13053391186489702,105,0.14923107257619822,0,0,0,0
2689,0,11,0.08523782335504813,23,0.10899751486588294,61,0.14054808770914162,127,0.1654823370803071,1,1,1,0
2693,0,14,0.09473267706407887,23,0.11172421418316528,70,0.1530265476353977,122,0.17214414081464102,1,1,1,1
2699,1,20,0.16215798684818408,32,0.18461289060744066,70,0.21634094852798602,126,0.2374832681916544,0,0,0,0
2707,0,13,0.11327903944577718,23,0.13313807820593146,60,0.16584962921978091,127,0.19102530592515599,0,0,0,0
2711,0,11,0.07339947607354476,22,0.09447190848229653,57,0.12325112761509603,114,0.14452888487571783,0,0,0,0
2713,0,15,0.09418956790510656,30,0.12231140195794923,69,0.15518883393420282,130,0.17797299265761604,1,1,1,1
2719,0,17,0.16364260678934597,27,0.18364140180384728,63,0.2144518329570655,126,0.23779703583808096,1,1,1,1
2729,0,15,0.11642206328360222,30,0.14470640080420702,63,0.17214471239765222,121,0.19359807679318375,1,1,1,1
2731,0,13,0.08093965013652721,29,0.11159562468101457,59,0.13621564706813605,116,0.15702264959001735,1,1,1,1
2741,1,14,0.09721037523753835,26,0.12010148941727548,60,0.14752235858359727,118,0.1692388529820532,0,0,0,0
2749,0,11,0.09626223320095544,22,0.11501757139406409,55,0.14195963608776208,115,0.16506955993062697,1,1,1,1
2753,0,12,0.0721019916107312,25,0.09528528056834287,55,0.11949486234537578,108,0.13957777234709426,1,1,0,0
2767,0,10,0.08223277123186912,26,0.11226943662629572,60,0.14205682667314598,124,0.16709055538665016,0,0,0,0
2777,0,16,0.114978697212782,32,0.14555500865538543,66,0.17503244424764203,125,0.1978049538237982,1,1,1,1
2789,0,17,0.13624469356364208,29,0.15792060347779346,65,0.18936084297576408,126,0.212681825605922,1,1,1,1
2791,0,14,0.12846022726283413,30,0.15905888520115463,63,0.1864947985001662,127,0.21171326603041962,1,1,1,1
2797,0,14,0.12039865243359885,28,0.14676887695178173,65,0.178172542785832,121,0.20052214525483664,1,1,1,1
2801,0,11,0.0753360778210058,28,0.1086666057374831,62,0.13691910665244825,120,0.15879150478544737,1,1,1,1
2803,0,15,0.14811727296378074,28,0.1719264782141342,66,0.20326147685782528,112,0.22199241796435312,1,1,1,1
2819,1,13,0.09300443842216441,28,0.12116570802036326,62,0.1497169865340255,116,0.17154745202858532,0,0,0,0
2833,0,8,0.05641996135421386,18,0.07685009342410676,58,0.11090628466037256,103,0.12912884465701735,1,1,1,1
2837,1,8,0.06642378637882235,18,0.08542412882991288,48,0.11244319075570051,99,0.13218135773868023,0,0,0,0
2843,0,13,0.09811495909796404,24,0.11877530872235718,59,0.14984843543109538,111,0.1700974025458569,0,0,0,0
2851,0,12,0.10817581145338642,28,0.1387925378852823,67,0.1724380639698923,122,0.19467109774737157,1,1,1,1
